Sliding Window Attention is enabled but not implemented for `sdpa`; unexpected results may be encountered.
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.07it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:01<00:00,  1.38it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:01<00:00,  1.32it/s]
Resumed from ckpts/reptile_00045.pt, missing=0 unexpected=0
Loaded model with trainable LoRA parameters:
trainable params: 3,686,400 || all params: 3,089,625,088 || trainable%: 0.1193
Loaded 600 examples (shuffled).
[cache] Loaded base-correct (600) from /sfs/weka/scratch/vjd5zr/project/ReasonEdit/data/correct/base_correct_Qwen_Qwen2.5-3B-Instruct_reptile_00045.json

Starting sequential training…
/project/uvadm/zhenyu/miniconda3/envs/mechanistic/lib/python3.10/site-packages/transformers/generation/configuration_utils.py:631: UserWarning: `do_sample` is set to `False`. However, `temperature` is set to `0.7` -- this flag is only used in sample-based generation modes. You should set `do_sample=True` or unset `temperature`.
  warnings.warn(
/project/uvadm/zhenyu/miniconda3/envs/mechanistic/lib/python3.10/site-packages/transformers/generation/configuration_utils.py:636: UserWarning: `do_sample` is set to `False`. However, `top_p` is set to `0.8` -- this flag is only used in sample-based generation modes. You should set `do_sample=True` or unset `top_p`.
  warnings.warn(
/project/uvadm/zhenyu/miniconda3/envs/mechanistic/lib/python3.10/site-packages/transformers/generation/configuration_utils.py:653: UserWarning: `do_sample` is set to `False`. However, `top_k` is set to `20` -- this flag is only used in sample-based generation modes. You should set `do_sample=True` or unset `top_k`.
  warnings.warn(
[   2/600]  edit_acc=0.500  gen_acc=0.500  loc_acc=1.000  loss=18.9630
[   4/600]  edit_acc=0.750  gen_acc=0.750  loc_acc=1.000  loss=11.2813
[   6/600]  edit_acc=0.833  gen_acc=0.667  loc_acc=1.000  loss=16.1911
[   8/600]  edit_acc=0.875  gen_acc=0.625  loc_acc=1.000  loss=17.3953
[  10/600]  edit_acc=0.900  gen_acc=0.600  loc_acc=1.000  loss=16.9534
[  12/600]  edit_acc=0.917  gen_acc=0.583  loc_acc=1.000  loss=12.0714
[  14/600]  edit_acc=0.929  gen_acc=0.571  loc_acc=1.000  loss=12.3580
[  16/600]  edit_acc=0.875  gen_acc=0.625  loc_acc=1.000  loss=12.3712
[  18/600]  edit_acc=0.889  gen_acc=0.667  loc_acc=1.000  loss=17.0810
[  20/600]  edit_acc=0.900  gen_acc=0.700  loc_acc=1.000  loss=15.8509
[  22/600]  edit_acc=0.909  gen_acc=0.727  loc_acc=1.000  loss=15.7529
[  24/600]  edit_acc=0.875  gen_acc=0.750  loc_acc=1.000  loss=11.9967
[  26/600]  edit_acc=0.885  gen_acc=0.769  loc_acc=1.000  loss=15.9037
[  28/600]  edit_acc=0.893  gen_acc=0.750  loc_acc=1.000  loss=11.9266
[  30/600]  edit_acc=0.900  gen_acc=0.733  loc_acc=1.000  loss=16.7999
[  32/600]  edit_acc=0.844  gen_acc=0.750  loc_acc=1.000  loss=11.7775
[  34/600]  edit_acc=0.794  gen_acc=0.765  loc_acc=0.971  loss=11.5061
[  36/600]  edit_acc=0.806  gen_acc=0.750  loc_acc=0.972  loss=11.5003
[  38/600]  edit_acc=0.789  gen_acc=0.737  loc_acc=0.974  loss=13.0163
[  40/600]  edit_acc=0.800  gen_acc=0.750  loc_acc=0.950  loss=11.0022
[  42/600]  edit_acc=0.810  gen_acc=0.738  loc_acc=0.952  loss=11.5775
[  44/600]  edit_acc=0.818  gen_acc=0.727  loc_acc=0.955  loss=17.8221
[  46/600]  edit_acc=0.826  gen_acc=0.717  loc_acc=0.957  loss=11.8920
[  48/600]  edit_acc=0.812  gen_acc=0.729  loc_acc=0.958  loss=11.4246
[  50/600]  edit_acc=0.800  gen_acc=0.740  loc_acc=0.960  loss=11.8012
[  52/600]  edit_acc=0.788  gen_acc=0.731  loc_acc=0.962  loss=16.1956
[  54/600]  edit_acc=0.796  gen_acc=0.741  loc_acc=0.963  loss=12.1749
[  56/600]  edit_acc=0.786  gen_acc=0.750  loc_acc=0.964  loss=12.3067
[  58/600]  edit_acc=0.793  gen_acc=0.759  loc_acc=0.966  loss=11.0297
[  60/600]  edit_acc=0.783  gen_acc=0.750  loc_acc=0.967  loss=15.3013
[  62/600]  edit_acc=0.790  gen_acc=0.758  loc_acc=0.968  loss=15.6908
[  64/600]  edit_acc=0.797  gen_acc=0.750  loc_acc=0.969  loss=12.1071
[  66/600]  edit_acc=0.803  gen_acc=0.742  loc_acc=0.970  loss=16.7842
[  68/600]  edit_acc=0.794  gen_acc=0.735  loc_acc=0.971  loss=18.9189
[  70/600]  edit_acc=0.800  gen_acc=0.729  loc_acc=0.957  loss=16.0315
[  72/600]  edit_acc=0.806  gen_acc=0.722  loc_acc=0.958  loss=12.9329
[  74/600]  edit_acc=0.811  gen_acc=0.703  loc_acc=0.959  loss=16.1150
[  76/600]  edit_acc=0.789  gen_acc=0.711  loc_acc=0.961  loss=16.6973
[  78/600]  edit_acc=0.782  gen_acc=0.692  loc_acc=0.962  loss=12.7070
[  80/600]  edit_acc=0.787  gen_acc=0.700  loc_acc=0.963  loss=12.0196
[  82/600]  edit_acc=0.793  gen_acc=0.707  loc_acc=0.963  loss=12.2633
[  84/600]  edit_acc=0.786  gen_acc=0.714  loc_acc=0.964  loss=16.0358
[  86/600]  edit_acc=0.791  gen_acc=0.709  loc_acc=0.965  loss=12.3778
[  88/600]  edit_acc=0.784  gen_acc=0.705  loc_acc=0.966  loss=12.0109
[  90/600]  edit_acc=0.789  gen_acc=0.711  loc_acc=0.956  loss=20.3939
[  92/600]  edit_acc=0.793  gen_acc=0.707  loc_acc=0.957  loss=16.1480
[  94/600]  edit_acc=0.798  gen_acc=0.702  loc_acc=0.957  loss=11.8806
[  96/600]  edit_acc=0.802  gen_acc=0.708  loc_acc=0.958  loss=16.9444
[  98/600]  edit_acc=0.796  gen_acc=0.714  loc_acc=0.959  loss=17.5048
[ 100/600]  edit_acc=0.780  gen_acc=0.720  loc_acc=0.960  loss=12.2264
[ 102/600]  edit_acc=0.775  gen_acc=0.725  loc_acc=0.961  loss=12.0039
[ 104/600]  edit_acc=0.779  gen_acc=0.731  loc_acc=0.962  loss=16.5527
[ 106/600]  edit_acc=0.783  gen_acc=0.726  loc_acc=0.962  loss=12.2924
[ 108/600]  edit_acc=0.787  gen_acc=0.722  loc_acc=0.963  loss=12.4327
[ 110/600]  edit_acc=0.782  gen_acc=0.727  loc_acc=0.964  loss=11.4925
[ 112/600]  edit_acc=0.777  gen_acc=0.723  loc_acc=0.964  loss=12.9733
[ 114/600]  edit_acc=0.781  gen_acc=0.728  loc_acc=0.965  loss=15.1435
[ 116/600]  edit_acc=0.776  gen_acc=0.733  loc_acc=0.966  loss=15.4874
[ 118/600]  edit_acc=0.771  gen_acc=0.737  loc_acc=0.966  loss=11.7955
[ 120/600]  edit_acc=0.767  gen_acc=0.742  loc_acc=0.967  loss=11.7970
[ 122/600]  edit_acc=0.754  gen_acc=0.738  loc_acc=0.967  loss=16.7315
[ 124/600]  edit_acc=0.758  gen_acc=0.742  loc_acc=0.968  loss=16.4848
[ 126/600]  edit_acc=0.754  gen_acc=0.730  loc_acc=0.968  loss=11.8342
[ 128/600]  edit_acc=0.758  gen_acc=0.727  loc_acc=0.969  loss=11.3758
[ 130/600]  edit_acc=0.746  gen_acc=0.731  loc_acc=0.969  loss=17.6605
[ 132/600]  edit_acc=0.742  gen_acc=0.727  loc_acc=0.970  loss=18.2366
[ 134/600]  edit_acc=0.746  gen_acc=0.724  loc_acc=0.970  loss=11.9481
[ 136/600]  edit_acc=0.743  gen_acc=0.728  loc_acc=0.971  loss=15.9373
[ 138/600]  edit_acc=0.739  gen_acc=0.725  loc_acc=0.971  loss=15.3799
[ 140/600]  edit_acc=0.729  gen_acc=0.714  loc_acc=0.971  loss=15.8930
[ 142/600]  edit_acc=0.732  gen_acc=0.718  loc_acc=0.972  loss=12.0643
[ 144/600]  edit_acc=0.722  gen_acc=0.715  loc_acc=0.972  loss=16.2003
[ 146/600]  edit_acc=0.719  gen_acc=0.719  loc_acc=0.973  loss=12.5282
[ 148/600]  edit_acc=0.716  gen_acc=0.716  loc_acc=0.973  loss=12.5580
[ 150/600]  edit_acc=0.713  gen_acc=0.713  loc_acc=0.973  loss=12.6810
[ 152/600]  edit_acc=0.717  gen_acc=0.717  loc_acc=0.974  loss=11.0375
[ 154/600]  edit_acc=0.714  gen_acc=0.721  loc_acc=0.974  loss=12.0425
[ 156/600]  edit_acc=0.712  gen_acc=0.718  loc_acc=0.974  loss=16.0066
